BULAN,TAHUN,DISTRIBUTOR,KOTA,PRINSIPAL,PRODUK,BRAND,JENIS,UKURAN,QTY
Desember,2024,,,,YUBARI MELON G2 V1 3MG,ORAMA,FREEBASE,60ML,410
Juli,2024,,,,YUBARI MELON G2 V1 6MG,ORAMA,FREEBASE,60ML,20345
Agustus,2024,,,,YUBARI MELON G2 V1 6MG,ORAMA,FREEBASE,60ML,1525
September,2024,,,,YUBARI MELON G2 V1 6MG,ORAMA,FREEBASE,60ML,6045
Oktober,2024,,,,YUBARI MELON G2 V1 6MG,ORAMA,FREEBASE,60ML,795
November,2024,,,,YUBARI MELON G2 V1 6MG,ORAMA,FREEBASE,60ML,1600
Desember,2024,,,,YUBARI MELON G2 V1 6MG,ORAMA,FREEBASE,60ML,390
September,2024,,,,YUBARI MELON G2 V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,7190
Oktober,2024,,,,YUBARI MELON G2 V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,1935
November,2024,,,,YUBARI MELON G2 V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,1835
Desember,2024,,,,YUBARI MELON G2 V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juni,2025,VAPEX,Bali,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,25
Juni,2025,VAPEBRAND,Bali,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,150
Juni,2025,BED,Bandung,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,200
Juni,2025,FVS,Bandung,FVS,APPLE SALTNIC,BEQU,SALTNIC,30ML,1900
Juni,2025,EJ33 BANJARMASIN,Banjarmasin,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,75
Juni,2025,VAPEXPRESS,Bogor,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2025,BLACKJACK,Bogor,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,300
Juni,2025,SEGITIGA MAS,Bogor,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,250
Juni,2025,SENTRAL,Cimahi,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2025,SARANG VAPERS,Jakarta,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juni,2025,INDO VAPING,Jakarta,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juni,2025,JAKARTA VAPE,Jakarta,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juni,2025,VAPORIZER JAKARTA,Jakarta,FVS,APPLE SALTNIC,BEQU,SALTNIC,30ML,200
Juni,2025,MILDOS JAKARTA,Jakarta,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2025,RAYS,Jakarta,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,290
Juni,2025,PING DISTRI,Karawang,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,75
Juni,2025,MILDOS LAMPUNG,Lampung,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,80
Juni,2025,LOMBOK VAPE,Lombok,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juni,2025,UNICRON VAPE,Makasar,,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2025,OVS MAKASSAR,Makasar,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2025,OVS MANADO,Manado,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juni,2025,Vapor Mania,Medan,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2025,BAIS DISTRI,Pekanbaru,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juni,2025,PKU VAPOR,Pekanbaru,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,30
Juni,2025,PKU ,Pekanbaru,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2025,DP88,Pontianak,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2025,S3VAPE,Salatiga,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juni,2025,EJ33 SAMARINDA,Samarinda,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,150
Juni,2025,ANGKASA VAPOR,Sampit,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,75
Juni,2025,VAPEBOSS SBY,Surabaya,FVS,APPLE SALTNIC,BEQU,SALTNIC,30ML,200
Juni,2025,VAPE ON,Surabaya,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,500
Juni,2025,PT.LIMA BINTANG BERSATU,Tangerang,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juni,2025,PT.ACIMA GLOBAL MANDIRI,Tangerang,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2025,BED,Bandung,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2025,FVS,Bandung,FVS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2025,SENTRAL,Cimahi,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2025,PREVA/TOKO VAPEKU,Jakarta,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,30
Juli,2025,GAS DISTRI,Jakarta,FVS,APPLE SALTNIC,BEQU,SALTNIC,30ML,30
Juli,2025,INDO VAPING,Jakarta,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2025,VAPORIZER JAKARTA,Jakarta,FVS,APPLE SALTNIC,BEQU,SALTNIC,30ML,150
Juli,2025,Vapor Mania,Medan,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2025,PKU ,Pekanbaru,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2025,VAPE ON,Surabaya,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
Juli,2025,PT.LIMA BINTANG BERSATU,Tangerang,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2025,PT.ACIMA GLOBAL MANDIRI,Tangerang,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Agustus,2025,VAPEBRAND,Bali,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
Agustus,2025,FVS,Bandung,FVS,APPLE SALTNIC,BEQU,SALTNIC,30ML,400
Agustus,2025,SENTRAL,Cimahi,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Agustus,2025,PREVA/TOKO VAPEKU,Jakarta,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,20
Agustus,2025,INDO VAPING,Jakarta,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Agustus,2025,VAPORIZER JAKARTA,Jakarta,FVS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Agustus,2025,RAYS,Jakarta,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Agustus,2025,PKU VAPOR,Pekanbaru,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,10
Agustus,2025,PKU ,Pekanbaru,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,30
Agustus,2025,S3VAPE,Salatiga,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Agustus,2025,ANGKASA VAPOR,Sampit,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,40
Agustus,2025,STEVE DISTRI,Surabaya,,APPLE SALTNIC,BEQU,SALTNIC,30ML,10
Agustus,2025,VAPE ON,Surabaya,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
Agustus,2025,PT.ACIMA GLOBAL MANDIRI,Tangerang,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,25
September,2025,FVS,Bandung,FVS,APPLE SALTNIC,BEQU,SALTNIC,30ML,500
September,2025,SEGITIGA MAS,Bogor,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
September,2025,SARANG VAPERS,Jakarta,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,30
September,2025,VAPORIZER JAKARTA,Jakarta,FVS,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
September,2025,MILDOS JAKARTA,Jakarta,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,30
September,2025,Vapor Mania,Medan,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
September,2025,PKU ,Pekanbaru,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
September,2025,ANGKASA VAPOR,Sampit,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
September,2025,VAPE ON,Surabaya,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,100
September,2025,JONATA,,,APPLE SALTNIC,BEQU,SALTNIC,30ML,10
Oktober,2025,VAPEBRAND,Bali,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Oktober,2025,BED,Bandung,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Oktober,2025,FVS,Bandung,FVS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Oktober,2025,SEGITIGA MAS,Bogor,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Oktober,2025,SENTRAL,Cimahi,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Oktober,2025,MILDOS LAMPUNG,Lampung,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,30
Oktober,2025,OMAH,Solo,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Oktober,2025,VAPE ON,Surabaya,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,300
Oktober,2025,VB DISTRI,Tangerang,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,150
Oktober,2025,PT.ACIMA GLOBAL MANDIRI,Tangerang,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,20
November,2025,FVS,Bandung,FVS,APPLE SALTNIC,BEQU,SALTNIC,30ML,250
November,2025,BLACKJACK,Bogor,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,35
November,2025,SEGITIGA MAS,Bogor,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
November,2025,PKU ,Pekanbaru,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,20
November,2025,DP88,Pontianak,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
November,2025,PT.ACIMA GLOBAL MANDIRI,Tangerang,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,25
Desember,2025,OVS MAKASSAR,MAKASAR,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Desember,2025,SEGITIGA MAS,BOGOR,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Desember,2025,PT.ACIMA GLOBAL MANDIRI,TANGERANG,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,70
Desember,2025,ANGKASA VAPOR,SAMPIT,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,20
Desember,2025,INDO VAPING,JAKARTA,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,30
Desember,2025,SENTRAL,CIMAHI,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,50
Desember,2025,FVS,BANDUNG,FVS,APPLE SALTNIC,BEQU,SALTNIC,30ML,120
Desember,2025,PKU ,PEKANBARU,RAYS,APPLE SALTNIC,BEQU,SALTNIC,30ML,20
Juli,2025,VAPE FEST,BANDUNG,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,14
Agustus,2025,VAPE FAIR,JAKARTA,PODA,APPLE SALTNIC,BEQU,SALTNIC,30ML,16
November,2025,JESMAR BALI,Bali,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,20
November,2025,MAGIC,Bali,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,100
November,2025,VAPEX,Bali,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,120
November,2025,VAPEBRAND,Bali,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,275
November,2025,BED,Bandung,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,387
November,2025,FVS,Bandung,FVS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,5957
November,2025,TWENTY ONE VAPE,Banjarmasin,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,60
November,2025,EJ33 BANJARMASIN,Banjarmasin,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,135
November,2025,NV DISTRI,Bekasi,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,80
November,2025,VAPEXPRESS,Bogor,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,120
November,2025,BLACKJACK,Bogor,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,575
November,2025,SEGITIGA MAS,Bogor,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,350
November,2025,SENTRAL,Cimahi,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,225
November,2025,SARANG VAPERS,Jakarta,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,100
November,2025,PREVA/TOKO VAPEKU,Jakarta,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,30
November,2025,VAPE OI,Jakarta,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,120
November,2025,JAKARTA VAPE,Jakarta,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,50
November,2025,MILDOS JAKARTA,Jakarta,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,225
November,2025,VAPEHAN,Jakarta,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,280
November,2025,RAYS,Jakarta,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,432
November,2025,PING DISTRI,Karawang,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,150
November,2025,MILDOS LAMPUNG,Lampung,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,80
November,2025,LOMBOK VAPE,Lombok,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,150
November,2025,OVS MAKASSAR,Makasar,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,300
November,2025,OVS MANADO,Manado,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,100
November,2025,Vapor Mania,Medan,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,275
November,2025,VM CVK ,Palembang,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,75
November,2025,BAIS DISTRI,Pekanbaru,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,100
November,2025,PKU VAPOR,Pekanbaru,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,60
November,2025,PKU ,Pekanbaru,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,205
November,2025,DP88,Pontianak,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,200
November,2025,VM HANZO,Pontianak,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,30
November,2025,S3VAPE,Salatiga,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,175
November,2025,EJ33 SAMARINDA,Samarinda,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,285
November,2025,ANGKASA VAPOR,Sampit,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,150
November,2025,VSP,Semarang,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,775
November,2025,VAPOR PRO,Surabaya,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,75
November,2025,VAPE ON,Surabaya,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,1300
November,2025,PT.LIMA BINTANG BERSATU,Tangerang,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,35
November,2025,VB DISTRI,Tangerang,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,400
November,2025,PT.ACIMA GLOBAL MANDIRI,Tangerang,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,175
Desember,2025,RAYS,JAKARTA,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,156
Desember,2025,VAPEX,BALI,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,30
Desember,2025,LOMBOK VAPE,LOMBOK,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,25
Desember,2025,VAPE ON,SURABAYA,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,500
Desember,2025,OVS MAKASSAR,MAKASAR,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,150
Desember,2025,MAGIC,BALI,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,70
Desember,2025,VB DISTRI,TANGERANG,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,300
Desember,2025,SEGITIGA MAS,BOGOR,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,200
Desember,2025,VAPEHAN,JAKARTA,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,150
Desember,2025,DP88,PONTIANAK,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,150
Desember,2025,VAPE OI,JAKARTA,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,50
Desember,2025,SENTRAL,CIMAHI,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,230
Desember,2025,BED,BANDUNG,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,350
Desember,2025,FVS,BANDUNG,FVS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,1950
Desember,2025,VM MEDAN ,MEDAN,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,150
Desember,2025,PKU ,PEKANBARU,RAYS,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,150
Desember,2025,VAPEBRAND,BALI,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,150
Desember,2025,VSP,SEMARANG,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,150
Desember,2025,S3VAPE,SALATIGA,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,50
Desember,2025,BLACKJACK,BOGOR,PODA,BANANA BUTTER TOAST V4 3MG,ORAMA,FREEBASE,60ML,200
November,2025,JESMAR BALI,Bali,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,40
November,2025,MAGIC,Bali,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,160
November,2025,VAPEX,Bali,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,180
November,2025,VAPEBRAND,Bali,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,390
November,2025,BED,Bandung,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,405
November,2025,FVS,Bandung,FVS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,6260
November,2025,TWENTY ONE VAPE,Banjarmasin,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,40
November,2025,EJ33 BANJARMASIN,Banjarmasin,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,90
November,2025,NV DISTRI,Bekasi,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,80
November,2025,VAPEXPRESS,Bogor,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,80
November,2025,BLACKJACK,Bogor,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,540
November,2025,SEGITIGA MAS,Bogor,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,350
November,2025,SENTRAL,Cimahi,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,220
November,2025,SARANG VAPERS,Jakarta,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,50
November,2025,PREVA/TOKO VAPEKU,Jakarta,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,30
November,2025,VAPE OI,Jakarta,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,110
November,2025,JAKARTA VAPE,Jakarta,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,50
November,2025,MILDOS JAKARTA,Jakarta,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,175
November,2025,VAPEHAN,Jakarta,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,255
November,2025,RAYS,Jakarta,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,415
November,2025,PING DISTRI,Karawang,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,150
November,2025,MILDOS LAMPUNG,Lampung,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,80
November,2025,LOMBOK VAPE,Lombok,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,150
November,2025,OVS MAKASSAR,Makasar,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,300
November,2025,OVS MANADO,Manado,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,100
November,2025,Vapor Mania,Medan,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,223
November,2025,VM CVK ,Palembang,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,75
November,2025,BAIS DISTRI,Pekanbaru,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,55
November,2025,PKU VAPOR,Pekanbaru,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,40
November,2025,PKU ,Pekanbaru,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,180
November,2025,DP88,Pontianak,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,100
November,2025,VM HANZO,Pontianak,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,20
November,2025,S3VAPE,Salatiga,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,175
November,2025,EJ33 SAMARINDA,Samarinda,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,285
November,2025,ANGKASA VAPOR,Sampit,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,100
November,2025,VSP,Semarang,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,790
November,2025,VAPOR PRO,Surabaya,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,50
November,2025,VAPE ON,Surabaya,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,1400
November,2025,PT.LIMA BINTANG BERSATU,Tangerang,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,30
November,2025,VB DISTRI,Tangerang,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,450
November,2025,PT.ACIMA GLOBAL MANDIRI,Tangerang,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,125
Desember,2025,RAYS,JAKARTA,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,131
Desember,2025,VAPEX,BALI,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,60
Desember,2025,LOMBOK VAPE,LOMBOK,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,25
Desember,2025,VAPE ON,SURABAYA,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,500
Desember,2025,OVS MAKASSAR,MAKASAR,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,90
Desember,2025,MAGIC,BALI,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,80
Desember,2025,VB DISTRI,TANGERANG,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,300
Desember,2025,SEGITIGA MAS,BOGOR,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,250
Desember,2025,VAPEHAN,JAKARTA,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,100
Desember,2025,DP88,PONTIANAK,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,100
Desember,2025,VAPE OI,JAKARTA,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,50
Desember,2025,SENTRAL,CIMAHI,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,150
Desember,2025,BED,BANDUNG,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,300
Desember,2025,FVS,BANDUNG,FVS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,2050
Desember,2025,VM MEDAN ,MEDAN,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,150
Desember,2025,PKU ,PEKANBARU,RAYS,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,100
Desember,2025,VAPEBRAND,BALI,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,300
Desember,2025,VSP,SEMARANG,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,200
Desember,2025,S3VAPE,SALATIGA,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,100
Desember,2025,BLACKJACK,BOGOR,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,150
Desember,2025,21 VAPE MALAY,MALAYSIA,PODA,BANANA BUTTER TOAST V4 6MG,ORAMA,FREEBASE,60ML,12
November,2025,JESMAR BALI,Bali,RAYS,BANANA BUTTER TOAST V4 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,40
November,2025,MAGIC,Bali,RAYS,BANANA BUTTER TOAST V4 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
November,2025,VAPEX,Bali,RAYS,BANANA BUTTER TOAST V4 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
